0.20000000000000001 0 1
0.20000000000000001 1 1
0.20000000000000001 2 1
0.20000000000000001 3 1
0.20000000000000001 4 1
0.20000000000000001 5 1
0.20000000000000001 6 1
0.20000000000000001 7 1
0.20000000000000001 8 1
0.20000000000000001 9 1
0.30000000000000004 0 1
0.30000000000000004 1 1
0.30000000000000004 2 1
0.30000000000000004 3 1
0.30000000000000004 4 1
0.30000000000000004 5 1
0.30000000000000004 6 1
0.30000000000000004 7 1
0.30000000000000004 8 1
0.30000000000000004 9 1
0.40000000000000002 0 1
0.40000000000000002 1 1
0.40000000000000002 2 1
0.40000000000000002 3 1
0.40000000000000002 4 1
0.40000000000000002 5 1
0.40000000000000002 6 1
0.40000000000000002 7 1
0.40000000000000002 8 1
0.40000000000000002 9 1
0.5 0 1
0.5 1 1
0.5 2 1
0.5 3 1
0.5 4 1
0.5 5 1
0.5 6 1
0.5 7 1
0.5 8 1
0.5 9 1
0.59999999999999998 0 1
0.59999999999999998 1 1
0.59999999999999998 2 1
0.59999999999999998 3 1
0.59999999999999998 4 1
0.59999999999999998 5 1
0.59999999999999998 6 1
0.59999999999999998 7 1
0.59999999999999998 8 1
0.59999999999999998 9 1
0.69999999999999996 0 1
0.69999999999999996 1 1
0.69999999999999996 2 1
0.69999999999999996 3 1
0.69999999999999996 4 1
0.69999999999999996 5 1
0.69999999999999996 6 1
0.69999999999999996 7 1
0.69999999999999996 8 1
0.69999999999999996 9 1
0.79999999999999993 0 1
0.79999999999999993 1 1
0.79999999999999993 2 1
0.79999999999999993 3 1
0.79999999999999993 4 1
0.79999999999999993 5 1
0.79999999999999993 6 1
0.79999999999999993 7 1
0.79999999999999993 8 1
0.79999999999999993 9 1
0.89999999999999991 0 1
0.89999999999999991 1 1
0.89999999999999991 2 1
0.89999999999999991 3 1
0.89999999999999991 4 1
0.89999999999999991 5 1
0.89999999999999991 6 1
0.89999999999999991 7 1
0.89999999999999991 8 1
0.89999999999999991 9 1
0.99999999999999989 0 1
0.99999999999999989 1 1
0.99999999999999989 2 1
0.99999999999999989 3 1
0.99999999999999989 4 1
0.99999999999999989 5 1
0.99999999999999989 6 1
0.99999999999999989 7 1
0.99999999999999989 8 1
0.99999999999999989 9 1
1.0999999999999999 0 1
1.0999999999999999 1 3
1.0999999999999999 2 1
1.0999999999999999 3 1
1.0999999999999999 4 3
1.0999999999999999 5 1
1.0999999999999999 6 1
1.0999999999999999 7 1
1.0999999999999999 8 1
1.0999999999999999 9 1
1.2 0 1
1.2 1 3
1.2 2 1
1.2 3 1
1.2 4 3
1.2 5 1
1.2 6 1
1.2 7 1
1.2 8 3
1.2 9 3
1.3 0 1
1.3 1 1
1.3 2 1
1.3 3 1
1.3 4 3
1.3 5 1
1.3 6 1
1.3 7 1
1.3 8 3
1.3 9 3
1.4000000000000001 0 1
1.4000000000000001 1 1
1.4000000000000001 2 1
1.4000000000000001 3 1
1.4000000000000001 4 1
1.4000000000000001 5 1
1.4000000000000001 6 1
1.4000000000000001 7 1
1.4000000000000001 8 3
1.4000000000000001 9 3
1.5000000000000002 0 1
1.5000000000000002 1 1
1.5000000000000002 2 1
1.5000000000000002 3 1
1.5000000000000002 4 1
1.5000000000000002 5 1
1.5000000000000002 6 1
1.5000000000000002 7 1
1.5000000000000002 8 1
1.5000000000000002 9 3
1.6000000000000003 0 1
1.6000000000000003 1 1
1.6000000000000003 2 1
1.6000000000000003 3 1
1.6000000000000003 4 1
1.6000000000000003 5 1
1.6000000000000003 6 1
1.6000000000000003 7 1
1.6000000000000003 8 1
1.6000000000000003 9 1
1.7000000000000004 0 1
1.7000000000000004 1 1
1.7000000000000004 2 1
1.7000000000000004 3 1
1.7000000000000004 4 1
1.7000000000000004 5 1
1.7000000000000004 6 1
1.7000000000000004 7 1
1.7000000000000004 8 1
1.7000000000000004 9 1
1.8000000000000005 0 1
1.8000000000000005 1 1
1.8000000000000005 2 1
1.8000000000000005 3 1
1.8000000000000005 4 1
1.8000000000000005 5 1
1.8000000000000005 6 1
1.8000000000000005 7 1
1.8000000000000005 8 1
1.8000000000000005 9 1
1.9000000000000006 0 1
1.9000000000000006 1 1
1.9000000000000006 2 1
1.9000000000000006 3 1
1.9000000000000006 4 1
1.9000000000000006 5 1
